INFO 2026-04-05 13:37:45,306 autoreload Watching for file changes with StatReloader
INFO 2026-04-05 13:52:21,516 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:52:21,528 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:52:21,799 autoreload Watching for file changes with StatReloader
INFO 2026-04-05 13:52:26,518 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:52:26,547 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:52:31,514 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:52:31,531 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:52:36,518 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:52:36,530 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:52:36,810 autoreload D:\GitAGThaiTechZone\myAPP-Django-AIOTs\myproject\settings.py changed, reloading.
INFO 2026-04-05 13:52:38,299 autoreload Watching for file changes with StatReloader
INFO 2026-04-05 13:52:41,526 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:52:41,537 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:52:41,771 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/status
INFO 2026-04-05 13:52:41,780 mqtt_handler Updated device: ESP32-FARM-001-NATTAPHOL-PALM with status online
INFO 2026-04-05 13:52:46,524 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:52:46,539 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:52:51,537 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:52:51,552 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:52:56,516 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:52:56,530 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:53:01,518 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:53:01,529 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:53:06,519 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:53:06,534 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:53:11,522 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:53:11,534 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:53:11,786 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/status
INFO 2026-04-05 13:53:11,794 mqtt_handler Updated device: ESP32-FARM-001-NATTAPHOL-PALM with status online
INFO 2026-04-05 13:53:16,521 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:53:16,533 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:53:21,521 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:53:21,539 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:53:26,523 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:53:26,564 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:53:31,536 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:53:31,582 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:53:36,517 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:53:36,555 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:53:41,525 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:53:41,546 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:53:41,778 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/status
INFO 2026-04-05 13:53:41,785 mqtt_handler Updated device: ESP32-FARM-001-NATTAPHOL-PALM with status online
INFO 2026-04-05 13:53:46,525 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:53:46,544 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:53:51,516 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:53:51,551 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:53:55,515 autoreload D:\GitAGThaiTechZone\myAPP-Django-AIOTs\myproject\settings.py changed, reloading.
INFO 2026-04-05 13:53:56,524 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:53:56,537 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:53:57,945 autoreload Watching for file changes with StatReloader
INFO 2026-04-05 13:54:01,518 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:54:01,546 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:54:06,521 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:54:06,543 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:54:11,523 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:54:11,535 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:54:11,790 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/status
INFO 2026-04-05 13:54:11,816 mqtt_handler Updated device: ESP32-FARM-001-NATTAPHOL-PALM with status online
WARNING 2026-04-05 13:54:16,118 log Not Found: /favicon.ico
INFO 2026-04-05 13:54:16,522 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:54:16,542 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:54:21,612 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:54:21,637 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:54:26,528 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:54:26,542 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:54:31,520 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:54:31,538 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:54:36,526 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:54:36,541 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:54:37,550 autoreload Watching for file changes with StatReloader
INFO 2026-04-05 13:54:41,521 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:54:41,557 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:54:41,787 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/status
INFO 2026-04-05 13:54:41,798 mqtt_handler Updated device: ESP32-FARM-001-NATTAPHOL-PALM with status online
INFO 2026-04-05 13:54:46,522 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:54:46,563 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:54:51,513 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:54:51,529 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:54:56,524 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:54:56,547 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:55:01,528 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:55:01,583 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
WARNING 2026-04-05 13:55:02,816 log Not Found: /favicon.ico
WARNING 2026-04-05 13:55:03,245 log Not Found: /favicon.ico
INFO 2026-04-05 13:55:06,519 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:55:06,536 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:55:11,516 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:55:11,536 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:55:11,797 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/status
INFO 2026-04-05 13:55:11,822 mqtt_handler Updated device: ESP32-FARM-001-NATTAPHOL-PALM with status online
INFO 2026-04-05 13:55:16,525 mqtt_handler Stopping MQTT client
INFO 2026-04-05 13:55:16,529 mqtt_handler Disconnected from MQTT broker
INFO 2026-04-05 13:55:22,166 autoreload Watching for file changes with StatReloader
INFO 2026-04-05 13:55:24,727 mqtt_handler Connecting to MQTT broker at broker.hivemq.com:1883
INFO 2026-04-05 13:55:24,974 mqtt_handler Starting MQTT client loop
INFO 2026-04-05 13:55:25,184 mqtt_handler Connected to MQTT broker successfully
INFO 2026-04-05 13:55:25,185 mqtt_handler Subscribed to smartfarm topics
INFO 2026-04-05 13:55:25,587 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-WEERADEJ/status
INFO 2026-04-05 13:55:25,601 mqtt_handler Updated device: ESP32-FARM-001-WEERADEJ with status offline
INFO 2026-04-05 13:55:25,601 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-Jan01/status
INFO 2026-04-05 13:55:25,611 mqtt_handler Updated device: ESP32-FARM-Jan01 with status offline
INFO 2026-04-05 13:55:25,612 mqtt_handler Received message on topic: smartfarm/KOTA-FARM-001/status
INFO 2026-04-05 13:55:25,620 mqtt_handler Updated device: KOTA-FARM-001 with status offline
INFO 2026-04-05 13:55:25,621 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-BENJA-BENZ/status
INFO 2026-04-05 13:55:25,629 mqtt_handler Updated device: ESP32-FARM-001-BENJA-BENZ with status offline
INFO 2026-04-05 13:55:25,630 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-TK2468/status
INFO 2026-04-05 13:55:25,639 mqtt_handler Updated device: ESP32-FARM-001-TK2468 with status offline
INFO 2026-04-05 13:55:25,642 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-000-Anekwong/status
INFO 2026-04-05 13:55:25,651 mqtt_handler Updated device: ESP32-FARM-000-Anekwong with status offline
INFO 2026-04-05 13:55:25,653 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-HANAHARPER/status
INFO 2026-04-05 13:55:25,660 mqtt_handler Updated device: ESP32-FARM-001-HANAHARPER with status offline
INFO 2026-04-05 13:55:25,661 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-ATTASIT/status
INFO 2026-04-05 13:55:25,666 mqtt_handler Updated device: ESP32-FARM-001-ATTASIT with status offline
INFO 2026-04-05 13:55:25,667 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-methee/status
INFO 2026-04-05 13:55:25,678 mqtt_handler Updated device: ESP32-FARM-001-methee with status offline
INFO 2026-04-05 13:55:25,679 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-chonmapat/status
INFO 2026-04-05 13:55:25,685 mqtt_handler Updated device: ESP32-FARM-001-chonmapat with status offline
INFO 2026-04-05 13:55:25,685 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-SUWAN-LAR/status
INFO 2026-04-05 13:55:25,692 mqtt_handler Updated device: ESP32-FARM-001-SUWAN-LAR with status offline
INFO 2026-04-05 13:55:25,693 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001/status
INFO 2026-04-05 13:55:25,702 mqtt_handler Updated device: ESP32-FARM-001 with status offline
INFO 2026-04-05 13:55:25,704 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-WEERADEJ/status
INFO 2026-04-05 13:55:25,718 mqtt_handler Updated device: ESP32-FARM-WEERADEJ with status offline
INFO 2026-04-05 13:55:25,719 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/status
INFO 2026-04-05 13:55:25,728 mqtt_handler Updated device: ESP32-FARM-001-NATTAPHOL-PALM with status online
INFO 2026-04-05 13:55:26,515 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:55:26,554 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:55:31,515 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:55:31,540 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:55:36,511 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:55:36,544 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:55:41,513 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:55:41,533 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:55:41,789 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/status
INFO 2026-04-05 13:55:41,797 mqtt_handler Updated device: ESP32-FARM-001-NATTAPHOL-PALM with status online
INFO 2026-04-05 13:55:46,519 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:55:46,552 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:55:51,514 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:55:51,531 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:55:56,518 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:55:56,552 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:56:01,513 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
INFO 2026-04-05 13:56:01,531 mqtt_handler Created telemetry log for ESP32-FARM-001-NATTAPHOL-PALM
INFO 2026-04-05 13:56:06,512 mqtt_handler Received message on topic: smartfarm/ESP32-FARM-001-NATTAPHOL-PALM/telemetry
